employee_id,absence_days,absence_events,main_group
ANON_77X66X48X48X57X49X49X54X55X52X54X,36.5,53,Congés
ANON_77X66X48X48X57X49X49X54X55X53X51X,14.5,16,Congés
ANON_77X66X48X48X57X49X49X54X55X56X53X,45.0,54,Congés
ANON_77X66X48X48X57X49X49X54X56X52X54X,43.0,56,Congés
ANON_77X66X48X48X57X49X49X55X49X49X56X,54.0,59,Congés
ANON_77X66X48X48X57X49X49X55X50X55X55X,54.0,71,Congés
ANON_77X66X48X48X57X49X49X55X52X55X50X,43.0,51,Congés
ANON_77X66X48X48X57X49X49X55X52X57X48X,39.5,51,Congés
ANON_77X66X48X48X57X49X49X55X55X56X50X,29.0,31,Congés
ANON_77X66X48X48X57X49X49X56X48X50X56X,16.5,17,Congés
ANON_77X66X48X48X57X49X49X56X55X52X55X,62.5,80,Congés
ANON_77X66X48X48X57X49X49X56X55X56X55X,54.5,74,Congés
ANON_77X66X48X48X57X49X49X56X56X52X49X,34.0,39,Congés
ANON_77X66X48X48X57X49X49X56X57X55X56X,50.0,61,Congés
ANON_77X66X48X48X57X49X49X57X50X57X54X,36.5,42,Congés
ANON_77X66X48X48X57X49X49X57X52X55X48X,38.5,50,Congés
ANON_77X66X48X48X57X49X49X57X52X55X54X,101.5,135,Congés
ANON_77X66X48X48X57X49X49X57X52X55X57X,38.0,48,Congés
ANON_77X66X48X48X57X49X49X57X52X56X50X,48.0,59,Congés
ANON_77X66X48X48X57X49X49X57X52X56X56X,101.0,142,Maladie
ANON_77X66X48X48X57X49X49X57X52X57X48X,38.0,50,Congés
ANON_77X66X48X48X57X49X49X57X52X57X49X,43.0,50,Congés
ANON_77X66X48X48X57X49X49X57X52X57X50X,33.0,41,Congés
ANON_77X66X48X48X57X49X49X57X52X57X52X,34.5,45,Congés
ANON_77X66X48X48X57X49X49X57X52X57X53X,23.0,25,Congés
ANON_77X66X48X48X57X49X49X57X52X57X54X,44.0,58,Congés
ANON_77X66X48X48X57X49X49X57X52X57X56X,58.0,64,Congés
ANON_77X66X48X48X57X49X49X57X53X57X50X,29.5,34,Congés
ANON_77X66X48X48X57X49X49X57X53X57X52X,33.0,42,Congés
ANON_77X66X48X48X57X49X49X57X54X48X52X,45.0,56,Congés
ANON_77X66X48X48X57X49X49X57X56X49X51X,35.0,46,Congés
ANON_77X66X48X48X57X49X49X57X56X50X57X,53.5,67,Maladie
ANON_77X66X48X48X57X49X50X48X50X50X56X,41.0,51,Congés
ANON_77X66X48X48X57X49X50X48X50X52X53X,30.0,34,Congés
ANON_77X66X48X48X57X49X50X48X50X55X50X,37.0,42,Congés
ANON_77X66X48X48X57X49X50X48X51X56X55X,40.0,50,Congés
ANON_77X66X48X48X57X49X50X48X52X48X49X,48.0,63,Congés
ANON_77X66X48X48X57X49X50X48X52X50X49X,99.0,118,Congés
ANON_77X66X48X48X57X49X50X49X49X49X56X,45.0,52,Congés
ANON_77X66X48X48X57X49X50X49X51X54X54X,47.0,47,Congés
ANON_77X66X48X48X57X49X50X49X53X54X57X,138.5,189,Maternité et paternité
ANON_77X66X48X48X57X49X50X49X56X52X55X,16.0,18,Congés
ANON_77X66X48X48X57X49X50X50X52X54X56X,43.5,55,Congés
ANON_77X66X48X48X57X49X50X50X52X57X55X,24.0,28,Congés
ANON_77X66X48X48X57X49X50X50X57X48X52X,35.0,44,Congés
ANON_77X66X48X48X57X49X50X50X57X56X57X,25.0,31,Congés
ANON_77X66X48X48X57X49X50X51X55X51X54X,34.5,46,Congés
ANON_77X66X48X48X57X49X50X51X56X51X54X,41.0,47,Congés
ANON_77X66X48X48X57X49X50X51X57X50X51X,33.0,44,Congés
ANON_77X66X48X48X57X49X50X51X57X50X54X,131.5,184,Absences non suivi
ANON_77X66X48X48X57X49X50X52X49X52X53X,52.0,66,Congés
ANON_77X66X48X48X57X49X50X52X50X52X56X,32.5,33,Congés
ANON_77X66X48X48X57X49X50X52X51X53X54X,17.0,17,Congés
ANON_77X66X48X48X57X49X50X52X53X56X56X,39.0,48,Congés
ANON_77X66X48X48X57X49X50X52X53X57X48X,28.0,36,Congés
ANON_77X66X48X48X57X49X50X52X54X49X53X,60.0,78,Maladie
ANON_77X66X48X48X57X49X50X52X55X57X48X,230.0,334,Maternité et paternité
ANON_77X66X48X48X57X49X50X52X56X56X53X,48.0,55,Congés
ANON_77X66X48X48X57X49X50X53X48X52X54X,36.5,39,Congés
ANON_77X66X48X48X57X49X50X53X49X56X50X,51.0,66,Congés
ANON_77X66X48X48X57X49X50X53X49X56X57X,10.0,12,Congés
ANON_77X66X48X48X57X49X50X53X50X54X51X,31.5,40,Congés
ANON_77X66X48X48X57X49X50X53X52X52X54X,1.0,1,Congés
ANON_77X66X48X48X57X49X50X53X55X55X53X,43.0,59,Congés
ANON_77X66X48X48X57X49X50X53X55X56X57X,51.0,58,Congés
ANON_77X66X48X48X57X49X50X53X55X57X49X,13.0,15,Congés
ANON_77X66X48X48X57X49X50X53X56X51X49X,36.0,47,Congés
ANON_77X66X48X48X57X49X50X54X49X55X48X,36.0,46,Congés
ANON_77X66X48X48X57X49X50X54X50X57X50X,14.0,14,Congés
ANON_77X66X48X48X57X49X50X54X51X50X48X,53.5,59,Congés
ANON_77X66X48X48X57X49X50X54X52X51X53X,40.5,44,Congés
ANON_77X66X48X48X57X49X50X54X53X54X49X,35.0,44,Congés
ANON_77X66X48X48X57X49X50X54X53X56X48X,37.5,40,Congés
ANON_77X66X48X48X57X49X50X54X54X54X56X,31.5,40,Congés
ANON_77X66X48X48X57X49X50X54X55X49X52X,41.0,49,Congés
ANON_77X66X48X48X57X49X50X54X55X52X52X,37.5,43,Congés
ANON_77X66X48X48X57X49X50X54X55X53X48X,45.5,59,Congés
ANON_77X66X48X48X57X49X50X55X48X50X56X,35.5,44,Congés
ANON_77X66X48X48X57X49X50X55X48X55X52X,48.5,64,Congés
ANON_77X66X48X48X57X49X50X55X49X55X53X,23.5,31,Congés
ANON_77X66X48X48X57X49X50X55X50X52X50X,27.0,35,Congés
ANON_77X66X48X48X57X49X50X55X50X54X55X,34.0,34,Congés
ANON_77X66X48X48X57X49X50X55X50X57X49X,35.5,42,Congés
ANON_77X66X48X48X57X49X50X55X52X55X52X,47.0,54,Congés
ANON_77X66X48X48X57X49X50X55X54X51X48X,42.0,53,Congés
ANON_77X66X48X48X57X49X50X55X55X48X51X,36.0,46,Congés
ANON_77X66X48X48X57X49X50X55X57X51X55X,25.5,28,Congés
ANON_77X66X48X48X57X49X50X56X48X49X53X,36.5,43,Congés
ANON_77X66X48X48X57X49X50X56X48X54X48X,38.0,46,Congés
ANON_77X66X48X48X57X49X50X56X48X54X56X,33.0,33,Congés
ANON_77X66X48X48X57X49X50X56X48X56X53X,35.5,40,Congés
ANON_77X66X48X48X57X49X50X56X50X51X55X,39.0,51,Congés
ANON_77X66X48X48X57X49X50X56X54X53X52X,48.0,52,Congés
ANON_77X66X48X48X57X49X50X56X54X53X57X,41.0,57,Congés
ANON_77X66X48X48X57X49X50X56X54X55X51X,42.0,52,Congés
ANON_77X66X48X48X57X49X50X56X54X55X53X,39.0,43,Congés
ANON_77X66X48X48X57X49X50X56X54X55X57X,105.0,141,Maladie
ANON_77X66X48X48X57X49X50X56X55X48X50X,30.0,38,Congés
ANON_77X66X48X48X57X49X50X56X55X48X53X,52.5,72,Congés
ANON_77X66X48X48X57X49X50X56X55X49X50X,41.5,50,Congés
ANON_77X66X48X48X57X49X50X56X57X52X52X,49.0,57,Congés
ANON_77X66X48X48X57X49X50X57X50X52X57X,32.5,43,Congés
ANON_77X66X48X48X57X49X50X57X52X50X51X,178.0,256,Maternité et paternité
ANON_77X66X48X48X57X49X50X57X52X50X55X,1.0,1,Congés
ANON_77X66X48X48X57X49X50X57X52X54X57X,49.5,64,Congés
ANON_77X66X48X48X57X49X50X57X54X50X50X,40.5,54,Congés
ANON_77X66X48X48X57X49X50X57X55X53X49X,38.5,46,Congés
ANON_77X66X48X48X57X49X50X57X55X54X51X,51.0,52,Congés
ANON_77X66X48X48X57X49X50X57X56X54X51X,55.5,73,Congés
ANON_77X66X48X48X57X49X50X57X56X54X57X,67.0,86,Maladie
ANON_77X66X48X48X57X49X51X48X49X48X55X,40.5,43,Congés
ANON_77X66X48X48X57X49X51X48X49X53X48X,40.0,48,Congés
ANON_77X66X48X48X57X49X51X48X51X51X51X,18.0,24,Congés
ANON_77X66X48X48X57X49X51X48X57X54X50X,22.0,31,Congés
ANON_77X66X48X48X57X49X51X48X57X57X52X,30.5,40,Congés
ANON_77X66X48X48X57X49X51X49X49X51X51X,37.5,49,Congés
ANON_77X66X48X48X57X49X51X49X51X55X57X,53.5,57,Congés
ANON_77X66X48X48X57X49X51X49X51X56X48X,43.5,56,Maternité et paternité
ANON_77X66X48X48X57X49X51X49X51X57X49X,36.5,47,Congés
ANON_77X66X48X48X57X49X51X49X52X49X53X,209.0,303,Maternité et paternité
ANON_77X66X48X48X57X49X51X49X52X57X48X,16.5,19,Congés
ANON_77X66X48X48X57X49X51X49X54X55X55X,33.0,43,Congés
ANON_77X66X48X48X57X49X51X49X54X57X49X,3.5,4,Congés
ANON_77X66X48X48X57X49X51X50X50X50X55X,44.5,55,Congés
ANON_77X66X48X48X57X49X53X48X51X51X49X,49.0,56,Congés
ANON_77X66X48X48X57X49X53X48X51X51X50X,35.0,44,Congés
ANON_77X66X48X48X57X49X53X48X52X50X56X,31.5,35,Congés
ANON_77X66X48X48X57X49X53X48X52X51X50X,46.5,58,Congés
ANON_77X66X48X48X57X49X53X48X52X56X48X,43.0,56,Congés
ANON_77X66X48X48X57X49X53X48X53X51X57X,36.0,48,Congés
ANON_77X66X48X48X57X49X53X48X53X53X53X,14.0,17,Congés
ANON_77X66X48X48X57X49X53X48X53X53X56X,22.0,30,Congés
ANON_77X66X48X48X57X49X53X48X53X53X57X,24.0,26,Congés
ANON_77X66X48X48X57X49X53X48X54X53X57X,32.5,51,Congés
ANON_77X66X48X48X57X49X53X48X55X56X54X,33.0,39,Congés
ANON_77X66X48X48X57X49X53X48X57X48X53X,41.0,50,Congés
ANON_77X66X48X48X57X49X53X48X57X50X55X,40.0,53,Congés
ANON_77X66X48X48X57X49X53X48X57X51X52X,37.0,39,Congés
ANON_77X66X48X48X57X49X53X48X57X54X49X,57.0,65,Congés
ANON_77X66X48X48X57X49X53X48X57X56X53X,38.0,49,Congés
ANON_77X66X48X48X57X49X53X49X48X50X48X,26.0,28,Congés
ANON_77X66X48X48X57X49X53X49X48X53X53X,2.0,4,Congés
ANON_77X66X48X48X57X49X53X49X49X48X50X,37.0,43,Congés
ANON_77X66X48X48X57X49X53X49X49X53X56X,48.0,52,Congés
ANON_77X66X48X48X57X49X53X49X49X54X53X,30.0,43,Légal / Conventionnel Autre
ANON_77X66X48X48X57X49X53X49X49X57X56X,66.0,66,Congés
ANON_77X66X48X48X57X49X53X49X52X50X49X,41.0,53,Congés
ANON_77X66X48X48X57X49X53X49X52X51X54X,41.0,52,Congés
ANON_77X66X48X48X57X49X53X49X52X51X56X,51.5,61,Congés
ANON_77X66X48X48X57X49X53X49X55X49X57X,33.0,41,Congés
ANON_77X66X48X48X57X49X53X49X55X53X57X,45.0,55,Congés
ANON_77X66X48X48X57X49X53X49X55X54X49X,36.0,44,Congés
ANON_77X66X48X48X57X49X53X49X56X52X53X,39.0,47,Congés
ANON_77X66X48X48X57X49X53X49X56X53X54X,40.5,51,Congés
ANON_77X66X48X48X57X49X53X49X56X56X54X,55.0,74,Congés
ANON_77X66X48X48X57X49X53X49X57X56X54X,13.0,14,Congés
ANON_77X66X48X48X57X49X53X49X57X57X53X,49.5,64,Congés
ANON_77X66X48X48X57X49X53X50X49X49X53X,35.0,46,Congés
ANON_77X66X48X48X57X49X53X50X49X49X56X,38.5,40,Congés
ANON_77X66X48X48X57X49X53X50X49X51X52X,47.0,56,Congés
ANON_77X66X48X48X57X49X53X50X50X51X49X,34.5,39,Congés
ANON_77X66X48X48X57X49X53X50X51X57X51X,36.5,49,Congés
ANON_77X66X48X48X57X49X53X50X52X48X48X,48.5,53,Congés
ANON_77X66X48X48X57X49X53X50X52X53X50X,8.0,11,Congés
ANON_77X66X48X48X57X49X53X50X52X56X55X,19.5,20,Congés
ANON_77X66X48X48X57X49X53X50X52X57X55X,11.5,14,Congés
ANON_77X66X48X48X57X49X53X50X53X49X51X,19.5,23,Congés
ANON_77X66X48X48X57X49X53X50X54X52X57X,50.0,65,Congés
ANON_77X66X48X48X57X49X53X50X56X54X49X,54.0,58,Congés
ANON_77X66X48X48X57X49X53X50X56X54X51X,80.0,112,Maladie
ANON_77X66X48X48X57X49X53X50X56X55X51X,112.0,158,Maternité et paternité
ANON_77X66X48X48X57X49X53X50X57X48X51X,4.0,5,Congés
ANON_77X66X48X48X57X49X53X50X57X49X48X,12.0,17,Congés
ANON_77X66X48X48X57X49X53X50X57X57X57X,43.0,54,Congés
ANON_77X66X48X48X57X49X53X51X48X50X49X,39.5,47,Congés
ANON_77X66X48X48X57X49X53X51X49X51X50X,31.0,32,Congés
ANON_77X66X48X48X57X49X53X51X50X56X55X,35.5,57,Congés
ANON_77X66X48X48X57X49X53X51X52X49X52X,35.5,47,Congés
ANON_77X66X48X48X57X49X53X51X52X49X56X,32.0,42,Maternité et paternité
ANON_77X66X48X48X57X49X53X51X54X53X56X,1.0,1,Congés
ANON_77X66X48X48X57X49X53X51X54X54X52X,33.0,33,Congés
ANON_77X66X48X48X57X49X53X51X54X57X54X,36.0,44,Congés
ANON_77X66X48X48X57X49X53X51X55X54X51X,45.0,59,Congés
ANON_77X66X48X48X57X49X53X51X55X55X55X,24.5,25,Congés
ANON_77X66X48X48X57X49X53X51X57X49X51X,39.0,46,Congés
ANON_77X66X48X48X57X49X53X51X57X49X53X,6.5,7,Congés
ANON_77X66X48X48X57X49X53X52X48X54X52X,24.0,31,Congés
ANON_77X66X48X48X57X49X53X52X48X57X52X,32.0,38,Congés
ANON_77X66X48X48X57X49X53X52X48X57X57X,29.0,38,Congés
ANON_77X66X48X48X57X49X53X52X51X49X55X,20.0,22,Congés
ANON_77X66X48X48X57X49X53X52X51X54X56X,17.0,23,Congés
ANON_77X66X48X48X57X49X53X52X52X51X48X,33.0,39,Congés
ANON_77X66X48X48X57X49X53X52X52X53X49X,13.0,17,Congés
ANON_77X66X48X48X57X49X53X52X52X57X49X,15.0,20,Congés
ANON_77X66X48X48X57X49X53X52X54X50X53X,64.0,85,Absences non suivi
ANON_77X66X48X48X57X49X53X52X56X49X50X,14.5,19,Congés
ANON_77X66X48X48X57X49X53X52X56X51X53X,32.5,35,Congés
ANON_77X66X48X48X57X49X53X52X56X53X49X,4.0,6,Congés
ANON_77X66X48X48X57X49X53X52X56X54X53X,8.5,9,Congés
ANON_77X66X48X48X57X49X53X53X50X49X57X,22.0,30,Congés
ANON_77X66X48X48X57X49X53X53X51X50X49X,2.0,2,Congés
ANON_77X66X48X48X57X49X53X53X54X53X55X,72.0,105,Absences Autres motifs
ANON_77X66X48X48X57X49X53X54X53X54X53X,2.5,3,Congés
ANON_77X66X48X48X57X49X53X54X55X48X52X,0.5,1,Congés
ANON_77X66X48X48X57X49X53X54X57X48X57X,15.5,17,Congés
ANON_77X66X48X48X57X49X53X54X57X52X48X,8.0,13,Congés
ANON_77X66X48X48X57X49X53X55X52X57X52X,1.0,1,Congés
ANON_77X66X48X48X57X49X53X55X55X49X52X,17.0,21,Congés
ANON_77X66X48X48X57X49X53X55X55X52X48X,22.0,26,Congés
ANON_77X66X48X48X57X49X53X55X56X48X48X,26.5,34,Congés
ANON_77X66X48X48X57X49X53X55X57X53X53X,27.5,31,Congés
ANON_77X66X48X48X57X49X53X56X48X52X57X,27.0,29,Congés
ANON_77X66X48X48X57X49X53X56X48X55X53X,13.5,17,Congés
ANON_77X66X48X48X57X49X53X56X50X54X53X,41.0,53,Congés
ANON_77X66X48X48X57X49X53X56X53X51X49X,27.0,34,Congés
ANON_77X66X48X48X57X49X53X56X54X54X53X,20.5,25,Congés
ANON_77X66X48X48X57X49X53X56X54X56X57X,41.0,59,Maladie
ANON_77X66X48X48X57X49X53X56X55X48X57X,8.5,11,Maladie
ANON_77X66X48X48X57X49X53X56X55X52X51X,24.0,27,Congés
ANON_77X66X48X48X57X49X53X56X55X57X49X,28.0,40,Congés
ANON_77X66X48X48X57X50X48X48X49X52X54X,30.0,31,Congés
ANON_77X66X48X48X57X51X48X48X49X55X54X,4.0,6,Congés
ANON_77X66X48X48X57X51X48X48X50X54X51X,39.5,49,Congés
ANON_77X66X48X48X57X51X48X48X50X55X51X,17.0,18,Congés
ANON_77X66X48X48X57X51X48X48X51X56X55X,27.5,30,Congés
ANON_77X66X48X48X57X51X48X48X52X51X57X,9.5,13,Congés
ANON_77X66X48X48X57X51X48X48X53X55X52X,11.0,11,Congés
ANON_77X66X48X48X57X51X48X48X53X55X53X,6.0,8,Congés
ANON_77X66X48X48X57X51X48X48X53X56X53X,5.5,6,Congés
ANON_77X66X48X48X57X51X48X48X53X56X55X,15.0,16,Congés
ANON_77X66X48X48X57X51X48X48X54X49X52X,7.5,8,Congés
ANON_77X66X48X48X57X51X48X48X54X49X56X,101.0,144,Maladie
ANON_77X66X48X48X57X51X48X48X54X49X57X,10.5,14,Congés
ANON_77X66X48X48X57X51X48X48X54X53X54X,19.0,21,Congés
ANON_77X66X48X48X57X51X48X48X54X56X52X,25.0,33,Congés
ANON_77X66X48X48X57X51X48X48X56X52X49X,13.5,14,Congés
ANON_77X66X48X48X57X51X48X48X57X53X53X,68.0,83,Congés
ANON_77X66X48X48X57X51X48X48X57X53X54X,16.5,17,Congés
ANON_77X66X48X48X57X51X48X49X48X53X53X,33.5,38,Congés
ANON_77X66X48X48X57X51X48X49X48X54X50X,16.0,19,Congés
ANON_77X66X48X48X57X51X48X49X48X54X52X,33.0,39,Congés
ANON_77X66X48X48X57X51X48X49X50X49X57X,32.0,44,Congés
ANON_77X66X48X48X57X51X48X49X51X50X53X,0.5,1,Congés
ANON_77X66X48X48X57X51X48X49X51X50X57X,33.5,39,Congés
ANON_77X66X48X48X57X51X48X49X51X55X55X,32.0,42,Maternité et paternité
ANON_77X66X48X48X57X51X48X49X52X49X49X,23.5,27,Congés
ANON_77X66X48X48X57X51X48X49X52X53X49X,53.0,68,Congés
ANON_77X66X48X48X57X51X48X49X52X54X57X,32.0,41,Congés
ANON_77X66X48X48X57X51X48X49X55X50X48X,24.5,27,Congés
ANON_77X66X48X48X57X51X48X49X55X52X50X,14.0,16,Congés
ANON_77X66X48X48X57X51X48X49X55X52X53X,7.0,8,Congés
ANON_77X66X48X48X57X51X48X50X48X50X49X,52.5,72,Maladie
ANON_77X66X48X48X57X51X48X50X51X52X50X,2.0,2,Légal / Conventionnel Familial
ANON_77X66X48X48X57X51X48X50X51X53X52X,67.5,101,Maladie
ANON_77X66X48X48X57X51X48X50X51X57X51X,17.0,18,Congés
ANON_77X66X48X48X57X51X48X50X52X49X54X,21.0,26,Congés
ANON_77X66X48X48X57X51X48X50X53X50X53X,17.0,19,Congés
ANON_77X66X48X48X57X51X48X50X53X50X54X,35.5,38,Congés
ANON_77X66X48X48X57X51X48X50X53X51X57X,22.5,27,Congés
ANON_77X66X48X48X57X51X48X50X53X53X56X,11.0,15,Congés
ANON_77X66X48X48X57X51X48X50X54X57X51X,15.5,22,Congés
ANON_77X66X48X48X57X51X48X50X55X49X52X,8.0,8,Maladie
ANON_77X66X48X48X57X51X48X50X55X50X54X,15.5,16,Congés
ANON_77X66X48X48X57X51X48X50X55X50X57X,15.0,17,Congés
ANON_77X66X48X48X57X51X48X50X55X51X52X,17.0,20,Congés
ANON_77X66X48X48X57X51X48X50X55X52X54X,10.0,16,Congés
ANON_77X66X48X48X57X51X48X50X55X52X57X,2.5,3,Congés
ANON_77X66X48X48X57X51X48X50X55X53X54X,35.5,49,Congés
ANON_77X66X48X48X57X51X48X50X55X53X55X,14.0,14,Maladie
ANON_77X66X48X48X57X51X48X50X56X52X48X,16.0,21,Congés
ANON_77X66X48X48X57X51X48X50X56X54X49X,13.0,14,Congés
ANON_77X66X48X48X57X51X48X50X56X56X56X,16.0,17,Congés
ANON_77X66X48X48X57X51X48X50X57X54X53X,15.5,16,Congés
ANON_77X66X48X48X57X51X48X50X57X56X49X,22.0,27,Congés
ANON_77X66X48X48X57X51X48X51X48X54X50X,20.5,28,Congés
ANON_77X66X48X48X57X51X48X51X49X54X52X,2.0,2,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X51X49X57X53X,19.0,25,Congés
ANON_77X66X48X48X57X51X48X51X50X48X53X,10.5,11,Congés
ANON_77X66X48X48X57X51X48X51X50X48X56X,21.0,21,Congés
ANON_77X66X48X48X57X51X48X51X50X50X48X,12.0,13,Congés
ANON_77X66X48X48X57X51X48X51X50X55X49X,9.0,11,Maladie
ANON_77X66X48X48X57X51X48X51X51X50X48X,10.0,10,Congés
ANON_77X66X48X48X57X51X48X51X51X52X56X,5.0,5,Congés
ANON_77X66X48X48X57X51X48X51X51X52X57X,15.0,20,Congés
ANON_77X66X48X48X57X51X48X51X51X54X55X,0.5,1,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X51X52X50X50X,21.0,24,Congés
ANON_77X66X48X48X57X51X48X51X52X51X51X,17.5,26,Congés
ANON_77X66X48X48X57X51X48X51X52X51X56X,10.5,12,Congés
ANON_77X66X48X48X57X51X48X51X52X52X48X,7.5,10,Congés
ANON_77X66X48X48X57X51X48X51X52X52X52X,15.0,17,Congés
ANON_77X66X48X48X57X51X48X51X53X50X49X,11.0,13,Congés
ANON_77X66X48X48X57X51X48X51X53X52X49X,11.5,16,Congés
ANON_77X66X48X48X57X51X48X51X53X56X53X,15.0,16,Congés
ANON_77X66X48X48X57X51X48X51X54X50X56X,4.0,4,Congés
ANON_77X66X48X48X57X51X48X51X54X51X50X,4.0,5,Congés
ANON_77X66X48X48X57X51X48X51X54X51X51X,2.0,2,Congés
ANON_77X66X48X48X57X51X48X51X54X53X54X,7.5,8,Congés
ANON_77X66X48X48X57X51X48X51X54X55X48X,1.0,1,Congés
ANON_77X66X48X48X57X51X48X51X56X50X54X,1.0,1,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X51X56X53X53X,1.0,1,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X51X57X49X53X,1.0,1,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X51X57X57X50X,11.0,11,Congés
ANON_77X66X48X48X57X51X48X52X48X50X55X,8.0,8,Congés
ANON_77X66X48X48X57X51X48X52X48X51X49X,11.5,14,Congés
ANON_77X66X48X48X57X51X48X52X48X51X57X,21.0,27,Congés
ANON_77X66X48X48X57X51X48X52X48X54X56X,13.5,19,Congés
ANON_77X66X48X48X57X51X48X52X49X51X56X,2.5,3,Congés
ANON_77X66X48X48X57X51X48X52X49X53X54X,17.0,19,Absence non Autorisée
ANON_77X66X48X48X57X51X48X52X49X55X52X,33.0,39,Maladie
ANON_77X66X48X48X57X51X48X52X51X50X55X,5.0,5,Congés
ANON_77X66X48X48X57X51X48X52X51X52X50X,1.5,3,Légal / Conventionnel Autre
ANON_77X66X48X48X57X51X48X52X51X55X55X,3.0,4,Congés
ANON_77X66X48X48X57X51X48X52X51X57X49X,9.5,10,Congés
ANON_77X66X48X48X57X51X48X52X52X48X48X,2.5,3,Congés
ANON_77X66X48X48X57X51X48X52X52X48X51X,9.0,11,Congés
ANON_77X66X48X48X57X51X48X52X53X50X50X,5.0,5,Congés
ANON_77X66X48X48X57X51X48X52X53X50X51X,9.5,10,Congés
ANON_77X66X48X48X57X51X48X52X53X50X54X,5.0,5,Congés
ANON_77X66X48X48X57X51X48X52X53X55X55X,5.5,7,Congés
ANON_77X66X48X48X57X51X48X52X53X56X52X,5.0,5,Congés
ANON_77X66X48X48X57X51X48X52X53X57X56X,1.0,1,Congés
ANON_77X66X48X48X57X51X48X52X55X54X55X,17.0,21,Maladie
ANON_77X66X48X48X57X51X48X52X55X54X57X,5.0,5,Congés
ANON_77X66X48X48X57X57X51X57X52X53X54X,33.0,33,Congés
ANON_77X66X48X48X57X57X51X57X54X50X50X,44.0,50,Congés
ANON_77X66X79X48X48X51X48X48X48X56X49X,66.5,94,Congés
ANON_77X66X79X48X48X51X48X48X49X49X53X,251.0,396,Maladie
ANON_77X66X79X48X48X51X48X48X49X49X57X,71.5,95,Congés
ANON_77X66X79X48X48X51X48X48X49X57X50X,38.0,46,Congés
ANON_77X66X79X48X48X51X48X48X50X48X55X,251.0,365,Maladie
ANON_77X66X79X48X48X51X48X48X52X55X49X,59.0,76,Congés
ANON_77X66X79X48X48X51X48X48X53X51X49X,64.0,81,Congés
ANON_77X66X79X48X48X51X48X49X49X50X48X,43.0,52,Congés
ANON_79X77X48X48X55X48X48X57X50X57X48X,41.0,51,Congés
ANON_79X87X48X48X48X48X48X48X48X49X54X,37.0,44,Congés
ANON_79X87X48X48X48X48X48X48X48X49X56X,36.0,48,Congés
ANON_79X87X48X48X48X48X48X48X48X56X54X,39.0,50,Congés
ANON_79X88X48X48X48X50X52X57X51X50X54X,86.5,119,Maladie
ANON_81X75X48X48X48X48X48X49X49X50X48X,48.0,67,Congés
ANON_81X75X48X48X48X48X57X52X48X49X52X,43.0,51,Congés
ANON_81X75X48X48X48X48X57X52X48X57X54X,54.0,67,Congés
ANON_81X75X48X48X57X48X55X54X50X50X55X,6.0,6,Congés
ANON_81X75X48X48X57X48X55X55X49X49X53X,40.5,51,Congés
ANON_81X75X48X48X57X48X55X55X51X49X54X,43.5,56,Congés
ANON_81X75X48X48X57X49X48X49X54X52X56X,34.0,40,Congés
ANON_81X75X48X48X57X49X50X48X48X53X49X,25.5,33,Congés
ANON_81X75X48X48X57X49X50X50X56X49X54X,43.0,49,Congés
ANON_81X75X48X48X57X49X50X55X51X53X57X,30.0,39,Congés
ANON_81X75X48X48X57X49X50X56X54X56X50X,35.0,46,Congés
ANON_81X75X48X48X57X49X51X48X57X56X49X,7.0,7,Congés
ANON_81X75X48X48X57X49X51X49X51X55X48X,59.0,74,Congés
ANON_81X75X48X48X57X49X53X49X55X49X54X,32.0,32,Congés
ANON_81X75X48X48X66X71X50X51X54X53X56X,2.5,4,Congés
ANON_81X75X48X48X66X71X50X52X57X53X52X,28.0,37,Congés
ANON_81X77X48X48X66X71X50X51X53X56X57X,1.5,2,Congés
ANON_81X80X48X48X48X48X48X48X54X53X51X,0.5,1,Congés
ANON_81X86X48X48X48X48X57X52X54X50X53X,31.0,37,Congés
ANON_81X86X48X48X55X48X48X54X51X52X48X,35.0,42,Congés
ANON_81X86X48X48X55X48X48X56X49X55X48X,33.5,40,Congés
ANON_81X86X48X48X57X49X50X56X57X56X51X,1.0,1,Congés
ANON_81X86X48X48X57X49X53X48X55X55X52X,29.5,41,Congés
ANON_82X88X48X48X57X49X49X48X52X53X53X,28.0,39,Congés
ANON_82X88X48X48X57X49X49X49X53X57X51X,46.5,54,Congés
ANON_82X88X48X48X57X49X49X50X56X56X57X,36.0,45,Congés
ANON_82X88X48X48X57X49X49X51X53X55X54X,31.0,41,Congés
ANON_82X88X48X48X57X49X49X55X50X55X51X,39.0,48,Congés
ANON_82X88X48X48X57X49X49X56X51X52X50X,26.0,32,Congés
ANON_82X88X48X48X57X49X49X56X56X53X55X,31.0,40,Congés
ANON_82X88X48X48X57X49X50X48X52X53X57X,17.0,17,Congés
ANON_82X88X48X48X57X49X50X48X56X50X54X,8.0,8,Congés
ANON_82X88X48X48X57X49X50X49X55X52X49X,34.0,37,Congés
ANON_82X88X48X48X57X49X50X54X50X49X50X,41.5,51,Congés
ANON_82X88X48X48X57X49X50X55X50X53X48X,41.5,55,Congés
