employee_id,absence_days,absence_events,main_group
ANON_76X90X48X48X57X49X49X50X52X57X54X,74.0,99,Congés
ANON_76X90X48X48X57X49X49X50X57X54X55X,35.5,43,Congés
ANON_76X90X48X48X57X49X49X51X48X51X56X,123.0,146,Maladie
ANON_76X90X48X48X57X49X49X51X49X48X49X,44.0,50,Congés
ANON_76X90X48X48X57X49X49X51X49X49X52X,44.5,53,Congés
ANON_76X90X48X48X57X49X49X51X51X54X49X,45.0,50,Congés
ANON_76X90X48X48X57X49X49X51X51X56X53X,57.5,71,Congés
ANON_76X90X48X48X57X49X49X51X53X50X56X,170.0,239,Maternité et paternité
ANON_76X90X48X48X57X49X49X51X55X52X51X,32.0,33,Congés
ANON_76X90X48X48X57X49X49X51X57X52X57X,56.0,63,Congés
ANON_76X90X48X48X57X49X49X51X57X54X48X,44.0,56,Congés
ANON_76X90X48X48X57X49X49X52X49X52X53X,72.5,97,Congés
ANON_76X90X48X48X57X49X49X52X50X56X51X,37.0,43,Congés
ANON_76X90X48X48X57X49X49X52X50X57X53X,49.0,58,Congés
ANON_76X90X48X48X57X49X49X52X50X57X57X,30.0,36,Congés
ANON_76X90X48X48X57X49X49X52X51X48X52X,57.0,78,Congés
ANON_76X90X48X48X57X49X49X52X52X49X54X,178.0,254,Maternité et paternité
ANON_76X90X48X48X57X49X49X52X52X49X55X,41.0,57,Congés
ANON_76X90X48X48X57X49X49X52X52X49X56X,38.0,47,Congés
ANON_76X90X48X48X57X49X49X52X52X50X56X,68.0,91,Congés
ANON_76X90X48X48X57X49X49X52X53X50X55X,42.0,51,Congés
ANON_76X90X48X48X57X49X49X52X54X50X55X,40.0,48,Congés
ANON_76X90X48X48X57X49X49X52X56X55X55X,44.0,55,Congés
ANON_76X90X48X48X57X49X49X52X57X49X55X,161.0,220,Maternité et paternité
ANON_76X90X48X48X57X49X49X53X48X48X57X,40.0,52,Congés
ANON_76X90X48X48X57X49X49X53X48X49X49X,48.5,53,Congés
ANON_76X90X48X48X57X49X49X53X48X49X53X,44.5,52,Congés
ANON_76X90X48X48X57X49X49X53X51X57X53X,113.5,207,Maladie
ANON_76X90X48X48X57X49X49X53X51X57X55X,52.0,60,Congés
ANON_76X90X48X48X57X49X49X53X52X53X48X,56.5,74,Congés
ANON_76X90X48X48X57X49X49X53X57X56X51X,32.0,37,Congés
ANON_76X90X48X48X57X49X49X53X57X57X53X,37.0,42,Congés
ANON_76X90X48X48X57X49X49X53X57X57X55X,37.0,42,Congés
ANON_76X90X48X48X57X49X49X53X57X57X56X,36.0,42,Congés
ANON_76X90X48X48X57X49X49X54X49X53X56X,8.0,9,Congés
ANON_76X90X48X48X57X49X49X54X51X48X51X,37.5,47,Congés
ANON_76X90X48X48X57X49X49X54X52X50X50X,65.0,183,Légal / Conventionnel Autre
ANON_76X90X48X48X57X49X49X54X52X56X54X,32.0,42,Congés
ANON_76X90X48X48X57X49X49X54X53X53X52X,37.5,46,Congés
ANON_76X90X48X48X57X49X49X54X53X53X55X,38.0,45,Congés
ANON_76X90X48X48X57X49X49X54X53X53X57X,158.0,225,Maternité et paternité
ANON_76X90X48X48X57X49X49X54X53X54X49X,38.5,54,Congés
ANON_76X90X48X48X57X49X49X54X53X54X55X,19.0,29,Congés
ANON_76X90X48X48X57X49X49X54X53X54X56X,44.5,50,Congés
ANON_76X90X48X48X57X49X49X54X53X54X57X,39.0,48,Congés
ANON_76X90X48X48X57X49X49X54X53X56X53X,48.0,57,Congés
ANON_76X90X48X48X57X49X49X54X56X53X55X,34.0,50,Congés
ANON_76X90X48X48X57X49X49X54X56X55X48X,59.5,76,Congés
ANON_76X90X48X48X57X49X49X55X48X50X48X,69.5,86,Congés
ANON_76X90X48X48X57X49X49X55X48X54X55X,58.5,75,Congés
ANON_76X90X48X48X57X49X49X55X49X56X57X,41.5,50,Congés
ANON_76X90X48X48X57X49X49X55X49X57X57X,37.0,50,Congés
ANON_76X90X48X48X57X49X49X55X50X54X48X,48.0,54,Congés
ANON_76X90X48X48X57X49X49X55X50X57X50X,49.0,56,Congés
ANON_76X90X48X48X57X49X49X55X51X55X56X,35.0,43,Congés
ANON_76X90X48X48X57X49X49X55X52X51X56X,24.5,27,Congés
ANON_76X90X48X48X57X49X49X55X52X55X53X,37.0,40,Congés
ANON_76X90X48X48X57X49X49X55X53X56X57X,50.5,63,Congés
ANON_76X90X48X48X57X49X49X55X54X48X50X,56.5,70,Congés
ANON_76X90X48X48X57X49X49X55X55X56X53X,36.5,45,Congés
ANON_76X90X48X48X57X49X49X55X56X50X57X,45.0,53,Congés
ANON_76X90X48X48X57X49X49X55X56X52X57X,41.5,47,Congés
ANON_76X90X48X48X57X49X49X55X56X53X55X,35.5,38,Congés
ANON_76X90X48X48X57X49X49X56X50X51X55X,37.0,43,Congés
ANON_76X90X48X48X57X49X49X56X50X52X54X,45.0,55,Congés
ANON_76X90X48X48X57X49X49X56X50X55X53X,5.0,5,Congés
ANON_76X90X48X48X57X49X49X56X51X56X50X,31.0,37,Congés
ANON_76X90X48X48X57X49X49X56X51X57X51X,41.5,56,Congés
ANON_76X90X48X48X57X49X49X56X53X55X52X,46.5,52,Congés
ANON_76X90X48X48X57X49X49X56X54X56X56X,29.5,38,Congés
ANON_76X90X48X48X57X49X49X56X54X57X48X,33.0,39,Congés
ANON_76X90X48X48X57X49X49X56X56X54X48X,32.0,34,Congés
ANON_76X90X48X48X57X49X49X56X56X54X50X,14.5,20,Congés
ANON_76X90X48X48X57X49X49X57X49X49X56X,39.0,45,Congés
ANON_76X90X48X48X57X49X49X57X50X57X49X,251.0,365,Maladie
ANON_76X90X48X48X57X49X49X57X51X48X49X,33.0,41,Congés
ANON_76X90X48X48X57X49X49X57X51X48X50X,22.0,27,Congés
ANON_76X90X48X48X57X49X49X57X51X56X48X,49.5,60,Congés
ANON_76X90X48X48X57X49X49X57X53X52X51X,42.5,48,Congés
ANON_76X90X48X48X57X49X49X57X54X51X48X,27.5,33,Congés
ANON_76X90X48X48X57X49X49X57X54X51X51X,52.5,62,Congés
ANON_76X90X48X48X57X49X49X57X54X53X52X,57.0,70,Congés
ANON_76X90X48X48X57X49X49X57X54X55X54X,233.0,348,Maternité et paternité
ANON_76X90X48X48X57X49X49X57X57X54X51X,39.5,54,Congés
ANON_76X90X48X48X57X49X50X48X50X52X56X,44.0,53,Congés
ANON_76X90X48X48X57X49X50X48X50X53X56X,32.0,40,Congés
ANON_76X90X48X48X57X49X50X48X50X54X56X,32.0,37,Congés
ANON_76X90X48X48X57X49X50X48X51X55X51X,12.0,14,Congés
ANON_76X90X48X48X57X49X50X48X51X56X48X,35.0,49,Congés
ANON_76X90X48X48X57X49X50X48X51X57X52X,47.0,59,Congés
ANON_76X90X48X48X57X49X50X48X52X53X52X,43.0,51,Congés
ANON_76X90X48X48X57X49X50X48X53X51X56X,191.0,278,Congés
ANON_76X90X48X48X57X49X50X48X53X53X57X,74.5,93,Congés
ANON_76X90X48X48X57X49X50X48X54X52X54X,32.0,40,Congés
ANON_76X90X48X48X57X49X50X48X54X54X50X,38.0,48,Congés
ANON_76X90X48X48X57X49X50X48X54X54X55X,32.5,44,Congés
ANON_76X90X48X48X57X49X50X48X55X51X55X,26.0,27,Congés
ANON_76X90X48X48X57X49X50X48X56X51X56X,51.5,69,Congés
ANON_76X90X48X48X57X49X50X48X57X51X56X,40.0,54,Congés
ANON_76X90X48X48X57X49X50X49X49X51X49X,50.0,68,Congés
ANON_76X90X48X48X57X49X50X49X49X51X57X,31.0,44,Congés
ANON_76X90X48X48X57X49X50X49X49X52X54X,27.0,35,Congés
ANON_76X90X48X48X57X49X50X49X51X50X48X,36.5,44,Congés
ANON_76X90X48X48X57X49X50X49X55X48X54X,28.0,30,Congés
ANON_76X90X48X48X57X49X50X49X55X49X49X,40.0,49,Congés
ANON_76X90X48X48X57X49X50X49X56X56X55X,136.5,190,Maternité et paternité
ANON_76X90X48X48X57X49X50X49X56X57X50X,61.0,76,Congés
ANON_76X90X48X48X57X49X50X50X52X50X48X,18.0,25,Congés
ANON_76X90X48X48X57X49X50X50X52X53X52X,198.0,287,Maternité et paternité
ANON_76X90X48X48X57X49X50X50X52X57X50X,19.0,24,Congés
ANON_76X90X48X48X57X49X50X50X52X57X56X,57.0,77,Congés
ANON_76X90X48X48X57X49X50X50X54X54X51X,47.0,56,Congés
ANON_76X90X48X48X57X49X50X50X55X54X48X,40.0,53,Congés
ANON_76X90X48X48X57X49X50X50X57X55X54X,39.0,39,Congés
ANON_76X90X48X48X57X49X50X51X56X57X54X,178.0,258,Maternité et paternité
ANON_76X90X48X48X57X49X50X51X57X50X53X,38.0,44,Congés
ANON_76X90X48X48X57X49X50X51X57X50X57X,46.0,53,Congés
ANON_76X90X48X48X57X49X50X51X57X51X50X,27.5,36,Congés
ANON_76X90X48X48X57X49X50X51X57X51X53X,51.5,73,Congés
ANON_76X90X48X48X57X49X50X52X48X50X50X,146.0,213,Maladie
ANON_76X90X48X48X57X49X50X52X48X50X52X,92.5,133,Maternité et paternité
ANON_76X90X48X48X57X49X50X52X49X48X56X,46.5,65,Congés
ANON_76X90X48X48X57X49X50X52X49X49X57X,33.5,34,Congés
ANON_76X90X48X48X57X49X50X52X49X51X53X,31.5,36,Congés
ANON_76X90X48X48X57X49X50X52X49X52X56X,28.0,37,Congés
ANON_76X90X48X48X57X49X50X52X51X54X53X,40.0,49,Congés
ANON_76X90X48X48X57X49X50X52X52X56X53X,40.0,52,Congés
ANON_76X90X48X48X57X49X50X52X53X50X55X,128.5,180,Maladie
ANON_76X90X48X48X57X49X50X52X54X48X53X,36.0,46,Congés
ANON_76X90X48X48X57X49X50X52X54X48X54X,44.0,52,Congés
ANON_76X90X48X48X57X49X50X52X54X49X52X,31.5,39,Congés
ANON_76X90X48X48X57X49X50X52X55X49X52X,49.5,56,Congés
ANON_76X90X48X48X57X49X50X52X55X50X56X,28.0,35,Congés
ANON_76X90X48X48X57X49X50X53X48X48X55X,24.0,30,Congés
ANON_76X90X48X48X57X49X50X53X49X57X55X,57.5,70,Congés
ANON_76X90X48X48X57X49X50X53X50X48X50X,22.5,27,Congés
ANON_76X90X48X48X57X49X50X53X50X48X53X,24.5,31,Congés
ANON_76X90X48X48X57X49X50X53X50X51X56X,33.5,44,Congés
ANON_76X90X48X48X57X49X50X53X51X52X51X,33.0,40,Congés
ANON_76X90X48X48X57X49X50X53X55X54X49X,31.5,40,Congés
ANON_76X90X48X48X57X49X50X53X57X55X50X,35.0,41,Congés
ANON_76X90X48X48X57X49X50X54X49X54X50X,48.5,56,Congés
ANON_76X90X48X48X57X49X50X54X49X54X53X,6.0,7,Congés
ANON_76X90X48X48X57X49X50X54X49X55X50X,36.5,47,Congés
ANON_76X90X48X48X57X49X50X54X50X55X51X,35.0,42,Congés
ANON_76X90X48X48X57X49X50X54X50X55X52X,35.0,39,Congés
ANON_76X90X48X48X57X49X50X54X51X51X56X,49.0,62,Maternité et paternité
ANON_76X90X48X48X57X49X50X54X53X55X49X,33.0,42,Congés
ANON_76X90X48X48X57X49X50X54X53X56X53X,50.0,51,Congés
ANON_76X90X48X48X57X49X50X54X54X54X51X,35.5,44,Congés
ANON_76X90X48X48X57X49X50X54X54X55X57X,2.0,2,Congés
ANON_76X90X48X48X57X49X50X54X55X48X53X,17.5,18,Congés
ANON_76X90X48X48X57X49X50X54X56X51X54X,40.0,48,Congés
ANON_76X90X48X48X57X49X50X54X57X51X51X,5.0,6,Congés
ANON_76X90X48X48X57X49X50X54X57X52X48X,183.0,262,Maternité et paternité
ANON_76X90X48X48X57X49X50X54X57X53X57X,32.5,43,Congés
ANON_76X90X48X48X57X49X50X54X57X54X50X,43.0,53,Congés
ANON_76X90X48X48X57X49X50X54X57X54X52X,50.0,71,Congés
ANON_76X90X48X48X57X49X50X54X57X54X53X,86.0,115,Maladie
ANON_76X90X48X48X57X49X50X54X57X54X54X,42.5,55,Congés
ANON_76X90X48X48X57X49X50X54X57X54X55X,42.5,49,Congés
ANON_76X90X48X48X57X49X50X55X48X49X49X,38.0,42,Congés
ANON_76X90X48X48X57X49X50X55X48X49X51X,14.0,14,Congés
ANON_76X90X48X48X57X49X50X55X48X49X56X,38.0,45,Congés
ANON_76X90X48X48X57X49X50X55X48X49X57X,37.0,42,Congés
ANON_76X90X48X48X57X49X50X55X48X50X48X,37.0,41,Congés
ANON_76X90X48X48X57X49X50X55X48X50X50X,41.0,41,Congés
ANON_76X90X48X48X57X49X50X55X48X50X52X,32.0,36,Congés
ANON_76X90X48X48X57X49X50X55X48X50X54X,54.5,67,Congés
ANON_76X90X48X48X57X49X50X55X48X50X57X,58.0,77,Congés
ANON_76X90X48X48X57X49X50X55X48X51X48X,97.0,122,Maladie
ANON_76X90X48X48X57X49X50X55X48X51X49X,41.5,42,Congés
ANON_76X90X48X48X57X49X50X55X48X52X53X,51.0,64,Congés
ANON_76X90X48X48X57X49X50X55X48X53X52X,1.0,1,Congés
ANON_76X90X48X48X57X49X50X55X50X50X52X,16.0,21,Congés
ANON_76X90X48X48X57X49X50X55X50X50X56X,90.0,121,Maternité et paternité
ANON_76X90X48X48X57X49X50X55X50X52X54X,51.5,62,Congés
ANON_76X90X48X48X57X49X50X55X51X57X56X,46.0,48,Congés
ANON_76X90X48X48X57X49X50X55X52X49X48X,134.5,189,Maternité et paternité
ANON_76X90X48X48X57X49X50X55X52X49X50X,48.0,60,Congés
ANON_76X90X48X48X57X49X50X55X52X50X51X,20.0,24,Congés
ANON_76X90X48X48X57X49X50X55X52X54X56X,44.5,67,Congés
ANON_76X90X48X48X57X49X50X55X52X54X57X,42.5,54,Congés
ANON_76X90X48X48X57X49X50X55X52X55X53X,60.5,79,Congés
ANON_76X90X48X48X57X49X50X55X52X55X54X,35.5,46,Congés
ANON_76X90X48X48X57X49X50X55X54X49X51X,43.5,53,Congés
ANON_76X90X48X48X57X49X50X55X54X49X54X,39.0,55,Congés
ANON_76X90X48X48X57X49X50X55X55X48X48X,57.5,76,Congés
ANON_76X90X48X48X57X49X50X55X55X48X53X,24.0,34,Congés
ANON_76X90X48X48X57X49X50X55X55X49X48X,23.5,26,Congés
ANON_76X90X48X48X57X49X50X55X55X51X48X,23.0,27,Congés
ANON_76X90X48X48X57X49X50X55X56X57X48X,45.0,52,Congés
ANON_76X90X48X48X57X49X50X55X57X53X49X,198.0,278,Maternité et paternité
ANON_76X90X48X48X57X49X50X56X48X49X52X,36.0,37,Congés
ANON_76X90X48X48X57X49X50X56X48X56X55X,36.5,48,Congés
ANON_76X90X48X48X57X49X50X56X49X50X50X,41.0,47,Congés
ANON_76X90X48X48X57X49X50X56X49X50X52X,9.5,13,Congés
ANON_76X90X48X48X57X49X50X56X49X57X52X,76.5,105,Congés
ANON_76X90X48X48X57X49X50X56X50X48X55X,45.5,58,Congés
ANON_76X90X48X48X57X49X50X56X50X50X51X,40.0,44,Congés
ANON_76X90X48X48X57X49X50X56X50X50X57X,38.0,47,Congés
ANON_76X90X48X48X57X49X50X56X50X53X57X,46.0,65,Congés
ANON_76X90X48X48X57X49X50X56X50X57X55X,26.0,33,Congés
ANON_76X90X48X48X57X49X50X56X51X50X53X,47.0,59,Congés
ANON_76X90X48X48X57X49X50X56X55X51X54X,2.0,3,Congés
ANON_76X90X48X48X57X49X50X56X57X51X49X,45.5,57,Congés
ANON_76X90X48X48X57X49X50X56X57X51X53X,34.0,39,Congés
ANON_76X90X48X48X57X49X50X57X49X57X57X,54.5,66,Congés
ANON_76X90X48X48X57X49X50X57X50X48X55X,28.5,36,Congés
ANON_76X90X48X48X57X49X50X57X50X57X51X,37.0,43,Congés
ANON_76X90X48X48X57X49X50X57X50X57X57X,38.0,47,Congés
ANON_76X90X48X48X57X49X50X57X52X54X51X,48.0,56,Congés
ANON_76X90X48X48X57X49X50X57X52X54X53X,39.5,42,Congés
ANON_76X90X48X48X57X49X50X57X54X54X49X,40.0,46,Congés
ANON_76X90X48X48X57X49X50X57X55X49X57X,40.0,47,Congés
ANON_76X90X48X48X57X49X50X57X55X50X49X,30.0,35,Congés
ANON_76X90X48X48X57X49X50X57X55X50X52X,45.5,56,Congés
ANON_76X90X48X48X57X49X50X57X55X51X51X,53.0,65,Congés
ANON_76X90X48X48X57X49X50X57X55X55X55X,32.0,32,Congés
ANON_76X90X48X48X57X49X50X57X56X53X52X,47.0,61,Congés
ANON_76X90X48X48X57X49X50X57X56X53X54X,8.5,11,Congés
ANON_76X90X48X48X57X49X50X57X57X49X51X,34.5,40,Congés
ANON_76X90X48X48X57X49X51X48X48X50X50X,58.0,73,Congés
ANON_76X90X48X48X57X49X51X48X48X54X57X,34.0,49,Congés
ANON_76X90X48X48X57X49X51X48X49X51X55X,30.0,39,Congés
ANON_76X90X48X48X57X49X51X48X49X54X51X,8.5,9,Congés
ANON_76X90X48X48X57X49X51X48X50X48X55X,31.0,43,Congés
ANON_76X90X48X48X57X49X51X48X50X49X50X,47.0,55,Congés
ANON_76X90X48X48X57X49X51X48X51X54X49X,65.0,73,Congés
ANON_76X90X48X48X57X49X51X48X52X55X54X,2.0,2,Congés
ANON_76X90X48X48X57X49X51X48X53X48X52X,38.5,43,Congés
ANON_76X90X48X48X57X49X51X48X53X51X49X,46.0,53,Congés
ANON_76X90X48X48X57X49X51X48X53X52X56X,34.5,44,Congés
ANON_76X90X48X48X57X49X51X48X54X50X53X,49.5,61,Congés
ANON_76X90X48X48X57X49X51X48X54X55X49X,115.0,146,Maladie
ANON_76X90X48X48X57X49X51X48X55X53X53X,54.0,66,Congés
ANON_76X90X48X48X57X49X51X48X57X56X51X,33.0,39,Congés
ANON_76X90X48X48X57X49X51X49X49X52X57X,40.5,45,Congés
ANON_76X90X48X48X57X49X51X49X49X56X54X,15.0,16,Congés
ANON_76X90X48X48X57X49X51X49X50X51X55X,55.0,55,Congés
ANON_76X90X48X48X57X49X51X49X51X54X52X,28.0,30,Congés
ANON_76X90X48X48X57X49X51X49X51X56X55X,24.0,32,Congés
ANON_76X90X48X48X57X49X51X49X51X56X56X,43.0,46,Congés
ANON_76X90X48X48X57X49X51X49X54X48X51X,35.5,48,Congés
ANON_76X90X48X48X57X49X51X49X54X49X54X,45.5,55,Congés
ANON_76X90X48X48X57X49X51X49X54X55X57X,8.5,11,Congés
ANON_76X90X48X48X57X49X51X49X55X48X53X,83.0,113,Maternité et paternité
ANON_76X90X48X48X57X49X51X49X55X48X54X,32.0,42,Congés
ANON_76X90X48X48X57X49X51X49X55X49X52X,37.5,47,Congés
ANON_76X90X48X48X57X49X51X49X55X50X56X,1.0,1,Congés
ANON_76X90X48X48X57X49X51X50X50X52X56X,171.5,247,Maternité et paternité
ANON_76X90X48X48X57X49X51X50X51X49X56X,25.0,34,Congés
ANON_76X90X48X48X57X49X51X50X51X50X57X,55.0,59,Congés
ANON_76X90X48X48X57X49X53X48X50X53X55X,42.5,52,Congés
ANON_76X90X48X48X57X49X53X48X52X50X51X,44.0,54,Congés
ANON_76X90X48X48X57X49X53X48X53X53X51X,87.0,122,Maladie
ANON_76X90X48X48X57X49X53X48X53X53X54X,33.0,38,Congés
ANON_76X90X48X48X57X49X53X48X54X54X55X,35.5,41,Congés
ANON_76X90X48X48X57X49X53X48X56X48X55X,20.0,24,Congés
ANON_76X90X48X48X57X49X53X48X57X51X54X,40.0,49,Congés
ANON_76X90X48X48X57X49X53X48X57X51X55X,36.5,46,Congés
ANON_76X90X48X48X57X49X53X48X57X52X57X,37.0,54,Congés
ANON_76X90X48X48X57X49X53X48X57X53X49X,47.5,68,Congés
ANON_76X90X48X48X57X49X53X48X57X53X51X,39.5,50,Congés
ANON_76X90X48X48X57X49X53X48X57X53X54X,13.5,15,Congés
ANON_76X90X48X48X57X49X53X48X57X53X57X,15.0,15,Congés
ANON_76X90X48X48X57X49X53X48X57X55X48X,15.0,16,Congés
ANON_76X90X48X48X57X49X53X49X48X51X52X,124.5,166,Maladie
ANON_76X90X48X48X57X49X53X49X48X54X57X,9.5,10,Congés
ANON_76X90X48X48X57X49X53X49X48X57X53X,40.5,51,Congés
ANON_76X90X48X48X57X49X53X49X49X50X49X,25.5,32,Congés
ANON_76X90X48X48X57X49X53X49X49X52X52X,27.0,34,Congés
ANON_76X90X48X48X57X49X53X49X50X49X48X,63.5,75,Congés
ANON_76X90X48X48X57X49X53X49X50X49X54X,244.0,353,Maladie
ANON_76X90X48X48X57X49X53X49X51X56X55X,119.0,164,Maternité et paternité
ANON_76X90X48X48X57X49X53X49X52X49X55X,37.0,47,Congés
ANON_76X90X48X48X57X49X53X49X52X53X48X,31.0,37,Congés
ANON_76X90X48X48X57X49X53X49X52X54X57X,47.0,60,Congés
ANON_76X90X48X48X57X49X53X49X53X51X52X,29.0,31,Congés
ANON_76X90X48X48X57X49X53X49X53X51X53X,14.0,19,Congés
ANON_76X90X48X48X57X49X53X49X54X53X54X,44.5,55,Congés
ANON_76X90X48X48X57X49X53X49X54X54X49X,23.5,31,Congés
ANON_76X90X48X48X57X49X53X49X54X54X57X,32.5,41,Congés
ANON_76X90X48X48X57X49X53X49X54X55X49X,39.0,49,Congés
ANON_76X90X48X48X57X49X53X49X54X56X55X,243.0,344,Maternité et paternité
ANON_76X90X48X48X57X49X53X49X55X51X51X,33.0,45,Congés
ANON_76X90X48X48X57X49X53X49X55X53X54X,29.5,38,Congés
ANON_76X90X48X48X57X49X53X49X55X54X52X,29.5,41,Congés
ANON_76X90X48X48X57X49X53X49X55X55X51X,119.0,156,Maternité et paternité
ANON_76X90X48X48X57X49X53X49X56X53X50X,229.0,343,Maternité et paternité
ANON_76X90X48X48X57X49X53X49X56X55X56X,30.5,47,Congés
ANON_76X90X48X48X57X49X53X49X57X49X54X,4.0,5,Congés
ANON_76X90X48X48X57X49X53X49X57X51X53X,52.0,59,Congés
ANON_76X90X48X48X57X49X53X49X57X51X57X,37.5,43,Congés
ANON_76X90X48X48X57X49X53X49X57X57X50X,34.0,43,Congés
ANON_76X90X48X48X57X49X53X50X48X49X56X,178.5,258,Maternité et paternité
ANON_76X90X48X48X57X49X53X50X48X52X50X,16.0,18,Congés
ANON_76X90X48X48X57X49X53X50X48X52X52X,26.0,33,Congés
ANON_76X90X48X48X57X49X53X50X48X53X56X,40.0,45,Congés
ANON_76X90X48X48X57X49X53X50X48X55X51X,39.0,51,Congés
ANON_76X90X48X48X57X49X53X50X48X57X50X,22.5,31,Congés
ANON_76X90X48X48X57X49X53X50X49X56X51X,52.5,59,Congés
ANON_76X90X48X48X57X49X53X50X50X48X48X,30.0,41,Congés
ANON_76X90X48X48X57X49X53X50X50X48X55X,40.0,55,Congés
ANON_76X90X48X48X57X49X53X50X50X50X53X,42.5,54,Congés
ANON_76X90X48X48X57X49X53X50X50X50X55X,2.0,2,Congés
ANON_76X90X48X48X57X49X53X50X50X55X48X,19.0,24,Congés
ANON_76X90X48X48X57X49X53X50X51X54X55X,32.5,38,Congés
ANON_76X90X48X48X57X49X53X50X52X54X52X,51.5,59,Congés
ANON_76X90X48X48X57X49X53X50X52X54X57X,44.5,61,Congés
ANON_76X90X48X48X57X49X53X50X52X55X50X,48.0,60,Congés
ANON_76X90X48X48X57X49X53X50X52X55X56X,49.0,52,Congés
ANON_76X90X48X48X57X49X53X50X52X56X56X,33.0,42,Congés
ANON_76X90X48X48X57X49X53X50X53X50X57X,25.0,32,Congés
ANON_76X90X48X48X57X49X53X50X53X51X49X,27.5,28,Congés
ANON_76X90X48X48X57X49X53X50X53X51X50X,38.0,44,Congés
ANON_76X90X48X48X57X49X53X50X53X51X56X,29.0,39,Congés
ANON_76X90X48X48X57X49X53X50X54X53X53X,40.0,53,Congés
ANON_76X90X48X48X57X49X53X50X56X54X50X,62.0,74,Congés
ANON_76X90X48X48X57X49X53X50X56X54X54X,30.5,41,Congés
ANON_76X90X48X48X57X49X53X50X57X48X57X,3.0,3,Légal / Conventionnel Familial
ANON_76X90X48X48X57X49X53X50X57X50X51X,47.0,60,Congés
ANON_76X90X48X48X57X49X53X51X48X53X48X,50.0,61,Congés
ANON_76X90X48X48X57X49X53X51X49X51X49X,39.5,44,Congés
ANON_76X90X48X48X57X49X53X51X49X56X57X,33.5,45,Congés
ANON_76X90X48X48X57X49X53X51X50X48X52X,34.5,45,Congés
ANON_76X90X48X48X57X49X53X51X50X53X53X,57.0,73,Congés
ANON_76X90X48X48X57X49X53X51X53X56X48X,27.0,35,Congés
ANON_76X90X48X48X57X49X53X51X55X48X57X,21.0,25,Congés
ANON_76X90X48X48X57X49X53X51X55X55X57X,19.0,22,Congés
ANON_76X90X48X48X57X49X53X51X56X54X57X,18.5,26,Congés
ANON_76X90X48X48X57X49X53X51X56X57X52X,38.5,39,Congés
ANON_76X90X48X48X57X49X53X51X57X57X53X,18.0,18,Congés
ANON_76X90X48X48X57X49X53X52X48X56X52X,188.0,271,Maternité et paternité
ANON_76X90X48X48X57X49X53X52X48X57X56X,55.0,65,Congés
ANON_76X90X48X48X57X49X53X52X49X49X52X,40.0,48,Congés
ANON_76X90X48X48X57X49X53X52X49X49X56X,16.0,19,Congés
ANON_76X90X48X48X57X49X53X52X49X51X52X,44.5,58,Congés
ANON_76X90X48X48X57X49X53X52X50X54X48X,64.0,85,Congés
ANON_76X90X48X48X57X49X53X52X50X56X53X,25.0,31,Congés
ANON_76X90X48X48X57X49X53X52X50X57X53X,32.0,37,Congés
ANON_76X90X48X48X57X49X53X52X51X49X50X,61.0,76,Congés
ANON_76X90X48X48X57X49X53X52X51X51X51X,188.0,268,Maternité et paternité
ANON_76X90X48X48X57X49X53X52X51X56X53X,52.5,63,Congés
ANON_76X90X48X48X57X49X53X52X52X55X52X,27.0,32,Congés
ANON_76X90X48X48X57X49X53X52X52X57X54X,40.0,48,Congés
ANON_76X90X48X48X57X49X53X52X54X48X54X,47.0,55,Congés
ANON_76X90X48X48X57X49X53X52X55X52X51X,47.0,54,Congés
ANON_76X90X48X48X57X49X53X52X55X53X52X,47.0,57,Congés
ANON_76X90X48X48X57X49X53X52X56X51X52X,29.0,39,Congés
ANON_76X90X48X48X57X49X53X52X56X53X53X,40.5,44,Congés
ANON_76X90X48X48X57X49X53X52X56X53X54X,91.5,116,Maladie
ANON_76X90X48X48X57X49X53X52X56X54X56X,44.0,61,Congés
ANON_76X90X48X48X57X49X53X52X56X55X54X,54.5,62,Congés
ANON_76X90X48X48X57X49X53X52X57X48X54X,37.0,42,Congés
ANON_76X90X48X48X57X49X53X53X48X50X55X,49.5,58,Congés
ANON_76X90X48X48X57X49X53X53X48X51X55X,26.0,33,Congés
ANON_76X90X48X48X57X49X53X53X48X51X57X,22.5,32,Congés
ANON_76X90X48X48X57X49X53X53X48X53X50X,21.5,22,Congés
ANON_76X90X48X48X57X49X53X53X48X54X51X,25.5,30,Congés
ANON_76X90X48X48X57X49X53X53X48X54X55X,30.5,31,Congés
ANON_76X90X48X48X57X49X53X53X48X57X48X,38.0,43,Congés
ANON_76X90X48X48X57X49X53X53X48X57X50X,33.5,40,Congés
ANON_76X90X48X48X57X49X53X53X48X57X55X,42.0,52,Congés
ANON_76X90X48X48X57X49X53X53X50X50X57X,17.0,22,Congés
ANON_76X90X48X48X57X49X53X53X50X52X55X,39.0,44,Congés
ANON_76X90X48X48X57X49X53X53X51X53X48X,58.0,82,Maladie
ANON_76X90X48X48X57X49X53X53X51X53X51X,229.0,334,Maternité et paternité
ANON_76X90X48X48X57X49X53X53X51X53X57X,3.5,4,Congés
ANON_76X90X48X48X57X49X53X53X51X57X51X,1.5,2,Maladie
ANON_76X90X48X48X57X49X53X53X52X54X51X,148.5,209,Maladie
ANON_76X90X48X48X57X49X53X53X52X56X50X,16.0,21,Congés
ANON_76X90X48X48X57X49X53X53X53X52X52X,9.0,9,Congés
