employee_id,country,performance_score
ANON_68X72X48X48X48X48X48X57X52X57X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X48X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X48X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X53X49X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X50X48X,Luxembourg,5.0
ANON_68X72X48X48X48X48X48X57X53X50X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X53X50X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X53X50X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X51X55X,France,4.0
ANON_68X72X48X48X48X48X48X57X53X52X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X52X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X52X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X53X53X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X53X54X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X53X55X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X54X48X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X48X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X54X48X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X49X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X54X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X54X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X54X54X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X54X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X56X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X54X57X53X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X57X54X57X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X55X48X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X55X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X55X48X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X55X48X54X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X57X55X49X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X55X50X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X55X51X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X55X52X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X55X57X54X,Luxembourg,2.0
ANON_68X72X48X48X48X48X48X57X56X50X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X56X50X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X56X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X56X53X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X56X54X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X57X49X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X57X49X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X57X50X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X57X50X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X57X50X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X57X51X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X57X51X50X,France,3.0
ANON_68X72X48X48X48X48X48X57X57X52X51X,Luxembourg,4.0
ANON_68X72X48X48X48X48X48X57X57X52X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X48X57X57X53X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X48X48X49X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X48X51X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X48X51X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X48X53X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X48X54X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X48X54X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X48X56X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X48X57X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X48X57X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X49X48X51X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X49X49X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X49X50X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X49X52X48X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X49X52X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X49X56X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X50X51X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X51X50X48X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X52X48X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X53X51X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X53X51X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X53X53X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X53X53X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X53X53X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X53X54X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X53X57X54X,Luxembourg,2.0
ANON_68X72X48X48X48X48X49X48X55X48X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X55X50X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X49X48X55X53X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X49X48X56X55X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X49X49X48X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X49X49X54X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X49X51X52X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X49X57X48X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X50X48X49X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X50X48X57X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X50X54X54X52X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X50X55X51X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X50X56X55X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X51X50X51X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X67X51X52X54X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X52X53X48X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X67X52X55X55X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X48X48X48X51X,Luxembourg,2.0
ANON_68X72X48X48X48X48X70X48X50X51X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X49X48X53X53X,Luxembourg,2.0
ANON_68X72X48X48X48X48X70X49X48X57X54X,Luxembourg,3.0
ANON_68X72X48X48X48X48X70X49X52X57X50X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X50X48X56X53X,Luxembourg,2.0
ANON_68X72X48X48X48X48X70X50X52X52X54X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X50X54X52X52X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X51X48X48X50X,Luxembourg,3.0
ANON_68X72X48X48X48X48X70X51X48X53X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X70X51X51X55X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X51X53X50X57X,Luxembourg,3.0
ANON_68X72X48X48X48X48X70X52X51X50X56X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X52X54X53X49X,Luxembourg,4.0
ANON_68X72X48X48X48X48X70X52X55X49X55X,Luxembourg,4.0
ANON_68X72X48X48X48X48X76X49X49X53X53X,Luxembourg,4.0
ANON_68X72X48X48X48X48X76X49X50X49X56X,Luxembourg,3.0
ANON_68X72X48X48X48X48X76X49X50X53X55X,Luxembourg,3.0
ANON_68X72X48X48X48X48X76X49X56X52X57X,Luxembourg,4.0
ANON_68X72X48X48X48X48X76X51X50X48X53X,Luxembourg,3.0
ANON_68X72X48X48X48X48X76X55X53X49X48X,Luxembourg,4.0
ANON_68X72X48X48X48X69X88X84X49X55X48X,Luxembourg,3.0
ANON_68X72X48X48X48X69X88X84X49X55X52X,Luxembourg,3.0
ANON_68X72X48X48X48X69X88X84X49X57X53X,Luxembourg,3.0
ANON_68X72X48X48X86X73X69X48X48X51X56X,Luxembourg,3.0
ANON_68X72X48X48X86X73X69X48X48X52X57X,France,4.0
ANON_68X72X48X48X86X73X69X48X48X56X49X,Luxembourg,3.0
ANON_68X72X48X48X86X73X69X48X48X56X55X,Luxembourg,3.0
ANON_68X72X48X48X86X73X69X48X49X49X51X,Luxembourg,3.0
ANON_68X72X48X48X86X73X69X48X49X49X53X,Luxembourg,4.0
ANON_68X75X48X48X48X48X48X48X51X48X52X,Luxembourg,3.0
ANON_70X90X48X48X48X51X48X48X55X57X54X,France,4.0
ANON_73X74X48X48X56X50X55X48X49X53X55X,France,5.0
ANON_73X74X48X48X56X54X53X51X50X48X56X,France,4.0
ANON_73X74X48X48X56X55X48X56X55X55X56X,France,4.0
ANON_73X74X48X48X56X55X54X48X52X49X51X,France,4.0
ANON_73X74X48X48X56X55X54X54X56X55X55X,France,4.0
ANON_73X74X48X49X48X48X54X49X55X50X56X,France,5.0
ANON_73X74X48X49X48X49X50X57X57X51X49X,France,3.0
ANON_73X74X48X49X48X50X52X54X49X50X57X,France,3.0
ANON_73X74X48X49X48X53X48X54X53X49X52X,France,3.0
ANON_73X74X48X49X48X53X56X53X57X51X50X,France,4.0
ANON_73X74X48X49X48X53X57X51X52X49X48X,France,3.0
ANON_73X74X48X49X48X54X51X50X55X49X53X,France,4.0
ANON_73X74X48X49X48X54X53X48X54X48X48X,France,3.0
ANON_73X74X48X49X48X54X54X52X51X52X48X,France,4.0
ANON_73X74X48X49X48X55X48X54X56X55X55X,France,3.0
ANON_73X74X48X49X48X55X50X49X56X51X51X,France,3.0
ANON_73X74X48X49X48X55X56X51X56X55X49X,France,3.0
ANON_73X74X48X49X49X57X48X54X49X52X50X,France,3.0
ANON_73X74X48X49X49X57X53X51X54X51X50X,France,4.0
ANON_73X74X48X49X49X57X56X48X53X49X48X,France,3.0
ANON_73X74X48X51X50X50X53X49X56X57X48X,France,4.0
ANON_73X74X48X51X55X48X54X53X55X50X48X,France,4.0
ANON_73X74X48X51X55X49X54X56X56X56X49X,France,3.0
ANON_73X74X48X51X55X50X56X51X54X54X53X,France,4.0
ANON_73X74X48X51X55X54X56X49X53X54X55X,France,3.0
ANON_73X74X48X51X56X52X55X48X54X48X52X,France,3.0
ANON_73X74X48X52X50X57X49X51X49X48X51X,France,3.0
ANON_73X74X48X52X51X56X51X50X49X55X53X,France,4.0
ANON_73X74X48X52X52X57X53X48X50X48X52X,France,5.0
ANON_73X74X48X52X54X53X53X49X51X49X48X,France,3.0
ANON_73X74X48X52X55X48X49X56X53X50X54X,Luxembourg,3.0
ANON_73X74X48X52X55X55X49X48X55X54X49X,Luxembourg,4.0
ANON_73X74X48X52X56X55X57X54X55X53X55X,France,3.0
ANON_73X74X48X52X57X48X56X51X57X49X57X,France,3.0
ANON_73X74X48X52X57X51X50X49X55X54X57X,France,3.0
ANON_73X74X48X52X57X55X51X53X53X51X54X,France,4.0
ANON_73X74X48X53X48X50X50X55X53X48X57X,France,4.0
ANON_73X74X48X53X49X57X48X53X51X48X54X,France,4.0
ANON_73X74X48X53X49X57X52X50X49X56X51X,France,4.0
ANON_73X74X48X53X50X49X49X56X55X48X54X,France,3.0
ANON_73X74X48X53X51X54X57X50X49X50X54X,France,4.0
ANON_73X74X48X53X51X56X50X57X49X51X56X,France,3.0
ANON_73X74X48X53X51X57X50X48X57X56X51X,France,4.0
ANON_73X74X48X53X51X57X52X48X53X56X53X,France,3.0
ANON_73X74X48X53X52X50X51X49X53X56X53X,France,3.0
ANON_73X74X48X53X52X54X55X55X49X55X57X,France,3.0
ANON_73X76X48X48X48X48X57X49X49X48X48X,France,3.0
ANON_73X76X48X48X48X48X57X49X49X48X57X,France,4.0
ANON_73X76X48X48X48X48X57X49X50X55X55X,France,3.0
ANON_73X76X48X48X48X48X57X49X51X52X48X,France,4.0
ANON_73X76X48X48X48X48X57X49X53X50X51X,France,4.0
ANON_73X76X48X48X48X48X57X49X54X50X55X,France,3.0
ANON_73X76X48X48X48X48X57X49X55X54X50X,France,2.0
ANON_73X76X48X48X48X48X57X49X55X55X56X,France,3.0
ANON_73X76X48X48X48X48X57X49X56X51X54X,France,3.0
ANON_73X76X48X48X48X48X57X50X48X52X48X,France,4.0
ANON_73X76X48X48X48X48X57X50X48X53X49X,France,4.0
ANON_73X76X48X48X48X48X57X50X48X53X50X,France,3.0
ANON_73X76X48X48X48X48X57X50X49X51X52X,France,3.0
ANON_73X76X48X48X48X48X57X50X49X53X56X,France,4.0
ANON_73X76X48X48X48X48X57X50X49X56X52X,France,3.0
ANON_73X76X48X48X48X48X57X50X51X53X49X,France,4.0
ANON_73X76X48X48X48X48X57X50X53X56X56X,France,3.0
ANON_73X76X48X48X48X48X57X51X48X48X54X,France,3.0
ANON_74X77X48X48X48X48X49X51X50X50X52X,France,4.0
ANON_74X77X48X48X48X48X50X50X57X49X48X,France,3.0
ANON_74X77X48X48X48X48X50X51X50X50X53X,France,3.0
ANON_74X79X48X48X48X48X57X50X50X53X56X,France,3.0
ANON_74X83X48X48X48X49X48X48X50X48X48X,France,2.0
ANON_75X73X48X48X48X48X48X48X48X51X52X,France,4.0
ANON_75X73X48X48X48X48X48X48X48X57X57X,France,3.0
ANON_75X73X48X48X48X48X48X48X49X49X51X,France,4.0
ANON_75X73X48X48X48X48X48X48X49X51X54X,France,4.0
ANON_75X73X48X48X48X48X48X48X49X57X52X,France,3.0
ANON_75X73X48X48X48X48X48X48X52X55X54X,France,5.0
ANON_75X73X48X48X48X48X48X48X54X52X53X,France,4.0
ANON_75X73X48X48X48X48X48X48X55X52X52X,France,4.0
ANON_75X73X48X48X48X48X48X48X55X53X50X,France,3.0
ANON_75X73X48X48X48X48X48X48X55X53X53X,France,3.0
ANON_75X73X48X48X48X48X48X48X56X56X52X,France,3.0
ANON_75X75X48X48X48X48X48X48X52X53X50X,France,3.0
ANON_75X75X48X48X48X48X48X48X53X55X57X,France,3.0
ANON_75X75X48X48X48X48X48X48X54X55X52X,France,4.0
ANON_75X75X48X48X48X48X48X48X55X51X49X,France,4.0
ANON_75X75X48X48X48X48X48X48X55X54X54X,France,2.0
ANON_75X76X48X48X48X48X57X51X49X55X52X,France,4.0
ANON_75X76X48X48X48X49X54X55X52X48X57X,France,2.0
ANON_75X76X48X48X48X49X55X48X51X53X55X,France,3.0
ANON_75X76X48X48X48X50X49X52X57X57X53X,France,3.0
ANON_75X76X48X48X48X51X49X52X51X57X49X,France,4.0
ANON_75X76X48X48X48X51X49X54X51X57X51X,France,4.0
ANON_75X76X48X48X48X51X49X56X57X53X54X,France,4.0
ANON_75X76X48X48X48X51X51X51X52X53X52X,France,3.0
ANON_75X76X48X48X48X51X52X48X48X48X48X,France,3.0
ANON_75X76X48X48X48X51X52X54X56X57X54X,France,3.0
ANON_75X76X48X48X48X51X55X52X49X49X48X,France,3.0
ANON_75X76X48X48X48X52X48X49X53X51X51X,France,3.0
ANON_75X76X48X48X48X52X48X54X50X49X57X,France,4.0
ANON_75X76X48X48X48X52X50X51X49X55X48X,France,4.0
ANON_75X76X48X48X48X52X50X55X49X55X52X,France,4.0
ANON_75X76X48X48X48X52X51X51X50X51X53X,France,3.0
ANON_75X76X48X48X48X52X52X49X52X49X57X,France,3.0
ANON_75X76X48X48X48X52X53X52X52X51X50X,France,4.0
ANON_75X76X48X48X48X52X54X55X54X49X48X,France,3.0
ANON_75X76X48X48X48X52X55X52X52X55X52X,Luxembourg,3.0
ANON_75X76X48X48X48X52X55X53X51X55X54X,France,4.0
ANON_75X77X48X48X48X52X53X55X52X49X51X,France,3.0
ANON_75X81X48X48X48X50X53X53X48X53X55X,France,3.0
ANON_75X81X48X48X48X50X55X48X55X53X52X,France,3.0
ANON_75X83X48X48X48X48X49X48X56X55X53X,France,2.0
ANON_75X83X48X48X48X52X48X48X48X48X48X,Luxembourg,5.0
ANON_75X83X48X48X48X52X48X48X48X49X49X,France,4.0
ANON_75X83X48X48X48X52X48X48X49X51X52X,France,3.0
ANON_75X83X48X48X48X52X48X49X57X55X53X,France,4.0
ANON_75X83X48X48X48X52X48X50X56X51X48X,France,4.0
ANON_75X83X48X48X48X53X48X48X48X48X51X,France,4.0
ANON_75X83X48X48X48X53X48X48X48X53X55X,France,4.0
ANON_75X83X48X48X48X53X48X48X48X53X57X,France,3.0
ANON_75X83X48X48X66X71X50X50X55X56X51X,France,3.0
ANON_75X85X48X48X48X48X57X51X55X49X53X,France,4.0
ANON_75X88X48X48X48X48X50X54X57X56X52X,France,3.0
ANON_75X88X48X48X48X48X50X55X56X55X55X,France,4.0
ANON_75X88X48X48X48X48X50X56X57X55X52X,France,4.0
ANON_75X88X48X48X48X48X50X57X48X57X54X,France,3.0
ANON_75X88X48X48X48X48X51X50X54X48X56X,France,4.0
ANON_75X88X48X48X48X48X51X50X54X49X51X,France,3.0
ANON_75X88X48X48X57X49X49X51X54X50X50X,France,4.0
ANON_75X88X48X48X57X49X49X53X51X49X56X,France,4.0
ANON_75X88X48X48X57X49X49X53X57X54X54X,France,4.0
ANON_75X88X48X48X57X49X50X50X52X55X51X,France,4.0
ANON_75X88X48X48X57X49X53X51X54X57X53X,France,2.0
ANON_75X88X48X48X57X49X53X53X48X57X52X,France,2.0
ANON_76X54X48X48X56X55X54X53X49X48X49X,Luxembourg,4.0
ANON_76X54X48X48X56X55X54X54X55X55X49X,France,4.0
ANON_76X54X48X48X56X55X54X54X56X57X49X,France,4.0
ANON_76X54X48X48X56X55X54X55X49X55X49X,Luxembourg,3.0
ANON_76X54X48X48X56X55X54X56X51X48X49X,France,4.0
ANON_76X54X48X48X56X55X54X56X54X48X49X,Luxembourg,3.0
ANON_76X65X48X48X48X49X48X48X57X56X54X,France,3.0
ANON_76X65X48X48X48X49X48X49X49X48X51X,France,4.0
ANON_76X65X48X48X48X49X48X49X57X50X52X,France,3.0
ANON_76X65X48X48X57X49X49X54X51X54X49X,France,3.0
ANON_76X65X48X48X57X49X49X55X54X52X51X,France,4.0
ANON_76X65X48X48X57X49X49X56X50X51X51X,France,3.0
ANON_76X65X48X48X57X49X50X48X52X56X48X,France,3.0
ANON_76X77X48X48X57X49X49X49X57X54X56X,France,3.0
ANON_76X90X48X48X48X48X48X50X56X51X57X,France,3.0
ANON_76X90X48X48X48X48X48X54X53X48X48X,France,3.0
ANON_76X90X48X48X48X48X48X55X55X55X51X,France,3.0
ANON_76X90X48X48X48X48X48X56X50X53X56X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X48X49X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X48X53X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X49X49X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X49X53X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X49X54X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X49X55X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X50X50X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X50X52X,France,5.0
ANON_76X90X48X48X48X48X49X48X48X51X51X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X52X48X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X52X50X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X52X53X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X52X54X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X53X54X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X54X49X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X54X54X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X55X52X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X55X55X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X56X49X,France,3.0
ANON_76X90X48X48X48X48X49X48X48X56X50X,France,4.0
ANON_76X90X48X48X48X48X49X48X48X57X56X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X48X54X,France,4.0
ANON_76X90X48X48X48X48X49X48X49X48X56X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X51X49X,France,4.0
ANON_76X90X48X48X48X48X49X48X49X52X51X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X52X53X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X53X54X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X54X51X,France,4.0
ANON_76X90X48X48X48X48X49X48X49X54X53X,France,4.0
ANON_76X90X48X48X48X48X49X48X49X55X49X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X55X51X,France,3.0
ANON_76X90X48X48X48X48X49X48X49X56X51X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X48X54X,France,5.0
ANON_76X90X48X48X48X48X49X48X50X48X55X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X49X51X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X49X52X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X51X52X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X51X53X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X52X51X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X53X50X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X53X55X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X55X54X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X55X57X,France,3.0
ANON_76X90X48X48X48X48X49X48X50X56X52X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X56X54X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X56X56X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X57X49X,France,4.0
ANON_76X90X48X48X48X48X49X48X50X57X52X,France,3.0
ANON_76X90X48X48X48X48X49X48X51X49X48X,France,4.0
ANON_76X90X48X48X48X48X49X48X51X49X53X,France,3.0
ANON_76X90X48X48X48X48X49X54X56X52X49X,France,3.0
ANON_76X90X48X48X48X48X49X55X57X56X50X,France,3.0
ANON_76X90X48X48X48X48X49X55X57X57X49X,France,3.0
ANON_76X90X48X48X48X48X50X49X57X49X56X,France,5.0
ANON_76X90X48X48X48X48X50X51X49X54X50X,France,4.0
ANON_76X90X48X48X48X48X50X51X50X57X51X,France,3.0
ANON_76X90X48X48X48X48X50X53X53X55X56X,France,4.0
ANON_76X90X48X48X48X48X50X53X53X57X54X,France,3.0
ANON_76X90X48X48X48X48X50X54X50X54X57X,France,3.0
ANON_76X90X48X48X48X48X50X54X50X55X50X,France,4.0
ANON_76X90X48X48X48X48X50X54X50X55X51X,France,3.0
ANON_76X90X48X48X48X48X50X54X51X48X55X,France,3.0
ANON_76X90X48X48X48X48X50X54X52X48X55X,France,2.0
ANON_76X90X48X48X48X48X50X54X52X49X53X,France,4.0
ANON_76X90X48X48X48X48X50X54X56X50X54X,France,4.0
ANON_76X90X48X48X48X48X50X54X56X51X57X,France,3.0
ANON_76X90X48X48X48X48X50X54X56X52X51X,France,4.0
ANON_76X90X48X48X48X48X50X54X56X52X53X,France,2.0
ANON_76X90X48X48X48X48X50X54X56X57X53X,France,3.0
ANON_76X90X48X48X48X48X50X54X56X57X54X,France,4.0
ANON_76X90X48X48X48X48X50X55X50X48X54X,France,3.0
ANON_76X90X48X48X48X48X50X55X50X55X53X,France,3.0
ANON_76X90X48X48X48X48X50X56X50X51X48X,France,4.0
ANON_76X90X48X48X48X48X50X56X52X52X49X,France,3.0
ANON_76X90X48X48X48X48X50X56X57X57X49X,France,3.0
ANON_76X90X48X48X48X48X50X57X50X53X53X,France,3.0
ANON_76X90X48X48X48X48X50X57X52X52X56X,France,4.0
ANON_76X90X48X48X48X48X50X57X52X55X49X,France,4.0
ANON_76X90X48X48X48X48X50X57X54X54X57X,France,3.0
ANON_76X90X48X48X48X48X50X57X54X57X57X,France,4.0
ANON_76X90X48X48X48X48X51X48X51X55X55X,France,4.0
ANON_76X90X48X48X48X48X51X49X48X49X48X,France,3.0
ANON_76X90X48X48X48X48X51X49X49X50X55X,France,3.0
ANON_76X90X48X48X48X48X51X49X50X55X50X,France,4.0
ANON_76X90X48X48X48X48X51X49X52X55X52X,France,2.0
ANON_76X90X48X48X48X48X51X49X54X51X57X,France,3.0
ANON_76X90X48X48X48X48X51X49X56X55X48X,France,4.0
ANON_76X90X48X48X48X48X52X48X48X48X52X,France,3.0
ANON_76X90X48X48X48X48X52X48X48X52X51X,France,3.0
ANON_76X90X48X48X48X48X52X48X48X56X49X,France,4.0
ANON_76X90X48X48X48X48X52X48X48X56X54X,France,3.0
ANON_76X90X48X48X48X48X52X48X48X56X55X,France,3.0
ANON_76X90X48X48X48X48X52X48X48X56X56X,France,2.0
ANON_76X90X48X48X48X48X52X48X48X57X51X,France,3.0
ANON_76X90X48X48X48X48X52X48X48X57X52X,France,3.0
ANON_76X90X48X48X48X48X52X48X49X48X50X,France,4.0
ANON_76X90X48X48X48X48X52X48X49X49X48X,France,3.0
ANON_76X90X48X48X48X48X52X48X49X50X55X,France,4.0
ANON_76X90X48X48X48X48X52X48X49X51X55X,France,4.0
ANON_76X90X48X48X48X48X52X48X49X53X54X,France,4.0
ANON_76X90X48X48X48X48X52X48X49X54X48X,France,3.0
ANON_76X90X48X48X48X48X52X48X49X54X57X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X49X57X,France,4.0
ANON_76X90X48X48X48X48X52X48X50X50X50X,France,4.0
ANON_76X90X48X48X48X48X52X48X50X50X56X,France,4.0
ANON_76X90X48X48X48X48X52X48X50X51X48X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X51X49X,France,4.0
ANON_76X90X48X48X48X48X52X48X50X51X51X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X52X57X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X53X48X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X53X51X,France,3.0
ANON_76X90X48X48X48X48X52X48X50X53X56X,France,4.0
ANON_76X90X48X48X48X48X52X48X50X54X51X,France,4.0
ANON_76X90X48X48X48X48X52X48X52X54X53X,France,3.0
ANON_76X90X48X48X48X48X52X48X52X57X57X,France,4.0
ANON_76X90X48X48X48X48X52X48X53X51X49X,France,4.0
ANON_76X90X48X48X48X48X52X48X53X55X52X,France,4.0
ANON_76X90X48X48X48X48X52X48X53X56X49X,France,3.0
ANON_76X90X48X48X48X48X52X48X54X48X49X,France,3.0
ANON_76X90X48X48X48X48X52X48X54X48X50X,France,3.0
ANON_76X90X48X48X48X48X52X48X54X48X51X,France,4.0
ANON_76X90X48X48X48X48X52X48X54X55X55X,France,4.0
ANON_76X90X48X48X48X48X52X48X54X55X57X,France,3.0
ANON_76X90X48X48X48X48X52X48X54X57X51X,France,4.0
ANON_76X90X48X48X48X48X52X48X55X50X52X,France,4.0
ANON_76X90X48X48X48X48X52X48X55X53X48X,France,3.0
ANON_76X90X48X48X48X48X52X48X55X55X48X,France,4.0
ANON_76X90X48X48X48X48X52X48X55X56X51X,France,5.0
ANON_76X90X48X48X48X48X52X48X55X56X55X,France,4.0
ANON_76X90X48X48X48X48X52X48X56X52X50X,France,3.0
